item_id,name
10500000203,Typhoon
10500000204,Maelstrom
10500000301,Armageddon
10500000302,Apocalypse Striker
10500000303,Apocalypse
10500000304,Abaddon
10500000401,Megathron Striker
10500000402,Dominix
10500000403,Megathron
10500000404,Hyperion
10500001001,Rattlesnake
10500001101,Machariel
10500001201,Bhaalgorn
10500001601,Nestor
10500001801,Barghest
10500001901,Nightmare
10500002001,Vindicator
10600000101,Tayra
10600000102,Badger
10600000103,Badger II
10600000201,Wreathe
10600000202,Mammoth
10600000203,Wreathe II
10600000301,Bestower
10600000302,Sigil
10600000303,Sigil II
10600000401,Kryos
10600000402,Nereus
10600000403,Nereus II
10600001301,Nereus High Mobility
10600001302,Nereus Combat
10600001303,Nereus Hauling
10600001304,Imicus High Mobility
10600001305,Humpback High Mobility
10600001306,Humpback Hauling
10600001307,Humpback Combat
10600001401,Retriever
10600001402,Procurer
10600001403,Covetor
10600001405,Venture Trainer
10600001406,Venture
10600001407,Venture II
10600001408,Venture III
11000020002,MK1 Small Rifled Railgun
11000020004,MK3 Small Rifled Railgun
11000020006,MK5 Small Rifled Railgun
11000020008,MK7 Small Rifled Railgun
11000020010,MK9 Small Rifled Railgun
11000020012,'Musket' Small Rifled Railgun
11000020013,Caldari Navy Small Rifled Railgun
11000020014,Federation Navy Small Rifled Railgun
11000020017,Dread Guristas Small Rifled Railgun
11000020018,Shadow Serpentis Small Rifled Railgun
11000020021,'Quafe' Small Rifled Railgun
11000020024,Coreli C-Type Small Rifled Railgun
11000120006,MK5 Medium Rifled Railgun
11000120008,MK7 Medium Rifled Railgun
11000120010,MK9 Medium Rifled Railgun
11000120012,'Flintlock' Medium Rifled Railgun
11000120013,Caldari Navy Medium Rifled Railgun
11000120014,Federation Navy Medium Rifled Railgun
11000120017,Dread Guristas Medium Rifled Railgun
11000120018,Shadow Serpentis Medium Rifled Railgun
11000120021,'Magnate' Medium Rifled Railgun
11000120024,Corelum C-Type Medium Rifled Railgun
11000220008,MK7 Large Rifled Railgun
11000220010,MK9 Large Rifled Railgun
11000220012,'Popper' Large Rifled Railgun
11000220013,Caldari Navy Large Rifled Railgun
11000220014,Federation Navy Large Rifled Railgun
11000220017,Dread Guristas Large Rifled Railgun
11000220018,Shadow Serpentis Large Rifled Railgun
11000220021,'Poison' Large Rifled Railgun 
11000220024,Core C-Type Large Rifled Railgun
11000520001,Civilian Small Snubnosed Railgun
11000520002,MK1 Small Snubnosed Railgun
11000520004,MK3 Small Snubnosed Railgun
11000520006,MK5 Small Snubnosed Railgun
11000520008,MK7 Small Snubnosed Railgun
11000520010,MK9 Small Snubnosed Railgun
11000520012,'Dealer' Small Snubnosed Railgun
11000520013,Federation Navy Small Snubnosed Railgun
11000520021,'Quafe' Small Snubnosed Railgun 
11000520024,Coreli C-Type Small Snubnosed Railgun
11000620001,Civilian Medium Snubnosed Railgun
11000620006,MK5 Medium Snubnosed Railgun
11000620008,MK7 Medium Snubnosed Railgun
11000620010,MK9 Medium Snubnosed Railgun
11000620012,'Hustler' Medium Snubnosed Railgun
11000620013,Federation Navy Medium Snubnosed Railgun
11000620017,Shadow Serpentis Medium Snubnosed Railgun
11000620021,'Magnate' Medium Snubnosed Railgun 
11000620024,Corelum C-Type Medium Snubnosed Railgun
11000720008,MK7 Large Snubnosed Railgun
11000720010,MK9 Large Snubnosed Railgun
11000720012,'Swindler' Large Snubnosed Railgun
11000720013,Federation Navy Large Snubnosed Railgun
11000720017,Shadow Serpentis Large Snubnosed Railgun
11000720021,'Poison' Large Snubnosed Railgun 
11000720024,Core C-Type Large Snubnosed Railgun
11002110002,MK1 Small Beam Laser
11002110004,MK3 Small Beam Laser
11002110006,MK5 Small Beam Laser
11002110008,MK7 Small Beam Laser
11002110010,MK9 Small Beam Laser
11002110012,'Mace' Small Beam Laser
11002110013,Imperial Navy Small Beam Laser
11002110017,True Sansha Small Beam Laser
11002110018,Dark Blood Small Beam Laser
11002110021,'Rebel' Small Beam Laser 
11002110024,Centii C-Type Small Beam Laser
11002110025,Corpii C-Type Small Beam Laser
11002220006,MK5 Medium Beam Laser
11002220008,MK7 Medium Beam Laser
11002220010,MK9 Medium Beam Laser
11002220012,'Crossbow' Medium Beam Laser
11002220013,Imperial Navy Medium Beam Laser
11002220017,True Sansha Medium Beam Laser
11002220018,Dark Blood Medium Beam Laser
11002220021,'Ritual' Medium Beam Laser
11002220024,Centum C-Type Medium Beam Laser
11002220025,Corpum C-Type Medium Beam Laser
11002310008,MK7 Large Beam Laser
11002310010,MK9 Large Beam Laser
11002310012,'Catapult' Large Beam Laser
11002310013,Imperial Navy Large Beam Laser
11002310017,True Sansha Large Beam Laser
11002310018,Dark Blood Large Beam Laser
11002310021,'Ruin' Large Beam Laser 
11002310024,Centus C-Type Large Beam Laser
11002310025,Corpus C-Type Large Beam Laser
11002510001,Civilian Small Pulse Laser
11002510002,MK1 Small Pulse Laser
11002510004,MK3 Small Pulse Laser
11002510006,MK5 Small Pulse Laser
11002510008,MK7 Small Pulse Laser
11002510010,MK9 Small Pulse Laser
11002510012,'Longbow' Small Pulse Laser
11002510013,Imperial Navy Small Pulse Laser
11002510017,True Sansha Small Pulse Laser
11002510018,Dark Blood Small Pulse Laser
11002510021,'Rebel' Small Pulse Laser
11002510024,Centii C-Type Small Pulse Laser
11002510025,Corpii C-Type Small Pulse Laser
11002600001,Civilian Medium Pulse Laser
11002600006,MK5 Medium Pulse Laser
11002600008,MK7 Medium Pulse Laser
11002600010,MK9 Medium Pulse Laser
11002600012,'Joust' Medium Pulse Laser
11002600013,Imperial Navy Medium Pulse Laser
11002600017,True Sansha Medium Pulse Laser
11002600018,Dark Blood Medium Pulse Laser
11002600021,'Ritual' Medium Pulse Laser 
11002600024,Centum C-Type Medium Pulse Laser
11002600025,Corpum C-Type Medium Pulse Laser
11002710008,MK7 Large Pulse Laser
11002710010,MK9 Large Pulse Laser
11002710012,'Halberd' Large Pulse Laser
11002710013,Imperial Navy Large Pulse Laser
11002710021,'Ruin' Large Pulse Laser 
11002710024,Centus C-Type Large Pulse Laser
11002710025,Corpus C-Type Large Pulse Laser
11004120001,Civilian Small Autocannon
11004120002,MK1 Small Autocannon
11004120004,MK3 Small Autocannon
11004120006,MK5 Small Autocannon
11004120008,MK7 Small Autocannon
11004120010,MK9 Small Autocannon
11004120012,'Jolt' Small Autocannon
11004120013,Republic Fleet Small Autocannon
11004120017,Domination Small Autocannon
11004120021,'Criminal' Small Autocannon 
11004120024,Gistii C-Type Small Autocannon
11004220001,Civilian Medium Autocannon
11004220006,MK5 Medium Autocannon
11004220008,MK7 Medium Autocannon
11004220010,MK9 Medium Autocannon
11004220012,'Jolt' Medium Autocannon
11004220013,Republic Fleet Medium Autocannon
11004220017,Domination Medium Autocannon
11004220021,'Free' Medium Autocannon 
11004220024,Gistum C-Type Medium Autocannon
11004320008,MK7 Large Autocannon
11004320010,MK9 Large Autocannon
11004320012,'Jolt' Large Autocannon
11004320013,Republic Fleet Large Autocannon
11004320021,'Elder' Large Autocannon 
11004320024,Gist C-Type Large Autocannon
11004510002,MK1 Small Strike Cannon
11004510004,MK3 Small Strike Cannon
11004510006,MK5 Small Strike Cannon
11004510008,MK7 Small Strike Cannon
11004510010,MK9 Small Strike Cannon
11004510012,'Jolt' Small Strike Cannon
11004510013,Republic Fleet Small Strike Cannon
11004510017,Domination Small Strike Cannon
11004510021,'Criminal' Small Strike Cannon 
11004510024,Gistii C-Type Small Strike Cannon
11004610006,MK5 Medium Strike Cannon
11004610008,MK7 Medium Strike Cannon
11004610010,MK9 Medium Strike Cannon
11004610012,'Jolt' Medium Strike Cannon
11004610013,Republic Fleet Medium Strike Cannon
11004610017,Domination Medium Strike Cannon
11004610021,'Free' Medium Strike Cannon 
11004610024,Gistum C-Type Medium Strike Cannon
11004710008,MK7 Large Strike Cannon
11004710010,MK9 Large Strike Cannon
11004710012,'Jolt' Large Strike Cannon
11004710013,Republic Fleet Large Strike Cannon
11004710017,Domination Large Strike Cannon
11004710021,'Elder' Large Strike Cannon 
11004710024,Gist C-Type Large Strike Cannon
11005000012,'The Returned' Small Jetstream Decomposer
11005000013,Yan-Jung Small Jetstream Decomposer
11005000017,'The Departed' Small Jetstream Decomposer
11005000021,'The Sacrificed' Small Jetstream Decomposer
11005000024,'Wei' C Small Jetstream Decomposer
11005050012,'The Returned' Medium Jetstream Decomposer
11005050013,Yan-Jung Medium Jetstream Decomposer
11005050017,'The Departed' Medium Jetstream Decomposer
11005050021,'The Sacrificed' Medium Jetstream Decomposer
11005050024,'Cheng' C Medium Jetstream Decomposer
11006100004,MK3 Miner
11006100006,MK5 Miner
11006100008,MK7 Miner
11006100010,MK9 Miner
11006100012,Single Diode Miner
11006100013,Gallente Miner
11006100017,ORE Miner
11006100021,'Ion' Miner 
11008100006,MK5 Strip Miner
11008100008,MK7 Strip Miner
11008100010,MK9 Strip Miner
11008100012,Single Diode Strip Miner
11008100013,Gallente Strip Miner
11008100017,ORE Strip Miner
11008100021,'Ion' Strip Miner 
11012000001,Civilian Small Missile Launcher
11012000002,MK1 Small Missile Launcher
11012000004,MK3 Small Missile Launcher
11012000006,MK5 Small Missile Launcher
11012000008,MK7 Small Missile Launcher
11012000010,MK9 Small Missile Launcher
11012000012,'Gallows' Small Missile Launcher
11012000013,Caldari Navy Small Missile Launcher
11012000014,Republic Fleet Small Missile Launcher
11012000017,True Sansha Small Missile Launcher
11012000018,Dread Guristas Small Missile Launcher
11012000019,Domination Small Missile Launcher
11012000021,'Discipline' Small Missile Launcher 
11012000024,Pithi C-Type Small Missile Launcher
11013000001,Civilian Medium Missile Launcher
11013000006,MK5 Medium Missile Launcher
11013000008,MK7 Medium Missile Launcher
11013000010,MK9 Medium Missile Launcher
11013000012,'Challenger' Medium Missile Launcher
11013000013,Caldari Navy Medium Missile Launcher
11013000014,Republic Fleet Medium Missile Launcher
11013000017,True Sansha Medium Missile Launcher
11013000018,Dread Guristas Medium Missile Launcher
11013000019,Domination Medium Missile Launcher
11013000021,'Discipline' Medium Missile Launcher 
11013000024,Pithum C-Type Medium Missile Launcher
11014000008,MK7 Large Missile Launcher
11014000010,MK9 Large Missile Launcher
11014000012,'Gallows' Large Missile Launcher
11014000013,Caldari Navy Large Missile Launcher
11014000014,Republic Fleet Large Missile Launcher
11014000019,Domination Large Missile Launcher
11014000021,Hurricane Large Missile Launcher 
11014000024,Pith C-Type Large Missile Launcher
11015000006,MK5 Medium Rapid Missile Launcher
11015000008,MK7 Medium Rapid Missile Launcher
11015000010,MK9 Medium Rapid Missile Launcher
11015000012,'Challenger' Medium Rapid Missile Launcher
11015000013,Caldari Navy Medium Rapid Missile Launcher
11015000014,Republic Fleet Medium Rapid Missile Launcher
11015000017,True Sansha Medium Rapid Missile Launcher
11015000018,Dread Guristas Medium Rapid Missile Launcher
11015000019,Domination Medium Rapid Missile Launcher
11015000021,Hurricane Medium Rapid Missile Launcher
11015000024,Pithum C-Type Medium Rapid Missile Launcher
11016000008,MK7 Large Rapid Missile Launcher
11016000010,MK9 Large Rapid Missile Launcher
11016000012,'Gallows' Large Rapid Missile Launcher
11016000013,Caldari Navy Large Rapid Missile Launcher
11016000014,Republic Fleet Large Rapid Missile Launcher
11016000017,True Sansha Large Rapid Missile Launcher
11016000018,Dread Guristas Large Rapid Missile Launcher
11016000019,Domination Large Rapid Missile Launcher
11016000021,Hurricane Large Rapid Missile Launcher 
11016000024,Pith C-Type Large Rapid Missile Launcher
11017000006,MK5 Medium Torpedo Launcher
11017000008,MK7 Medium Torpedo Launcher
11017000010,MK9 Medium Torpedo Launcher
11017000012,'Challenger' Medium Torpedo Launcher
11017000013,Caldari Navy Medium Torpedo Launcher
11017000014,Republic Fleet Medium Torpedo Launcher
11017000017,True Sansha Medium Torpedo Launcher
11017000018,Dread Guristas Medium Torpedo Launcher
11017000019,Domination Medium Torpedo Launcher
11017000021,'Heth' Medium Torpedo Launcher 
11017000024,Pithum C-Type Medium Torpedo Launcher
11019000004,MK3 Small Torpedo Launcher
11019000006,MK5 Small Torpedo Launcher
11019000008,MK7 Small Torpedo Launcher
11019000010,MK9 Small Torpedo Launcher
11019000012,'Balefire' Small Torpedo Launcher
11019000013,Caldari Navy Small Torpedo Launcher
11019000014,Republic Fleet Small Torpedo Launcher
11019000017,True Sansha Small Torpedo Launcher
11019000019,Domination Small Torpedo Launcher
11019000021,'Heth' Small Torpedo Launcher 
11019000024,Pithi C-Type Small Torpedo Launcher
11020000008,MK7 Large Torpedo Launcher
11020000010,MK9 Large Torpedo Launcher
11020000012,'Barrage' Large Torpedo Launcher
11020000013,Caldari Navy Large Torpedo Launcher
11020000014,Republic Fleet Large Torpedo Launcher
11020000017,True Sansha Large Torpedo Launcher
11020000019,Domination Large Torpedo Launcher
11020000021,Hurricane Large Torpedo Launcher 
11020000024,Pith C-Type Large Torpedo Launcher
11026000006,MK5 Interdiction Sphere Launcher
11026000008,MK7 Interdiction Sphere Launcher
11026000010,MK9 Interdiction Sphere Launcher
11026000012,'Bubble Gun' Interdiction Sphere Launcher
11026000021,'Devour' Interdiction Sphere Launcher
11031000004,MK3 Small Energy Nosferatu
11031000006,MK5 Small Energy Nosferatu
11031000008,MK7 Small Energy Nosferatu
11031000010,MK9 Small Energy Nosferatu
11031000012,'Upir' Small Energy Nosferatu
11031000013,Imperial Navy Small Energy Nosferatu
11031000017,Dark Blood Small Energy Nosferatu
11031000018,True Sansha Small Energy Nosferatu
11031000021,'Vrykolakas' Small Energy Nosferatu 
11031100006,MK5 Medium Energy Nosferatu
11031100008,MK7 Medium Energy Nosferatu
11031100010,MK9 Medium Energy Nosferatu
11031100012,'Upir' Medium Energy Nosferatu 
11031100013,Imperial Navy Medium Energy Nosferatu
11031100017,Dark Blood Medium Energy Nosferatu
11031100018,True Sansha Medium Energy Nosferatu
11031100021,'Vrykolakas' Medium Energy Nosferatu 
11031200010,MK9 Large Energy Nosferatu
11031200012,'Upir' Large Energy Nosferatu 
11031200013,Imperial Navy Large Energy Nosferatu
11031200017,Dark Blood Large Energy Nosferatu
11031200018,True Sansha Large Energy Nosferatu
11031200021,'Vrykolakas' Large Energy Nosferatu
11032000004,MK3 Small Energy Neutralizer
11032000006,MK5 Small Energy Neutralizer
11032000008,MK7 Small Energy Neutralizer
11032000010,MK9 Small Energy Neutralizer
11032000012,'Caltrop' Small Energy Neutralizer
11032000013,Imperial Navy Small Energy Neutralizer
11032000018,True Sansha Small Energy Neutralizer
11032000021,'Moat' Small Energy Neutralizer 
11032100006,MK5 Medium Energy Neutralizer
11032100008,MK7 Medium Energy Neutralizer
11032100010,MK9 Medium Energy Neutralizer
11032100012,'Caltrop' Medium Energy Neutralizer 
11032100013,Imperial Navy Medium Energy Neutralizer
11032100017,Dark Blood Medium Energy Neutralizer
11032100021,'Moat' Medium Energy Neutralizer 
11032200010,MK9 Large Energy Neutralizer
11032200012,'Caltrop' Large Energy Neutralizer 
11032200013,Imperial Navy Large Energy Neutralizer
11032200021,'Moat' Large Energy Neutralizer
11100000004,MK3 Small Remote Capacitor Transmitter
11100000006,MK5 Small Remote Capacitor Transmitter
11100000008,MK7 Small Remote Capacitor Transmitter
11100000010,MK9 Small Remote Capacitor Transmitter
11100000012,'Squire' Small Remote Capacitor Transmitter
11100000013,Imperial Navy Small Remote Capacitor Transmitter
11100000021,'Knight' Small Remote Capacitor Transmitter 
11100100006,MK5 Medium Remote Capacitor Transmitter
11100100008,MK7 Medium Remote Capacitor Transmitter
11100100010,MK9 Medium Remote Capacitor Transmitter
11100100012,Squire' Medium Remote Capacitor Transmitter 
11100100013,Imperial Navy Medium Remote Capacitor Transmitter
11100100021,'Chivalry' Medium Remote Capacitor Transmitter
11100200010,MK9 Large Remote Capacitor Transmitter
11100200012,'Squire' Large Remote Capacitor Transmitter 
11100200013,Imperial Navy Large Remote Capacitor Transmitter
11100200021,'Chivalry' Large Remote Capacitor Transmitter
11101000004,MK3 Small Remote Shield Booster
11101000006,MK5 Small Remote Shield Booster
11101000008,MK7 Small Remote Shield Booster
11101000010,MK9 Small Remote Shield Booster
11101000012,'Micro' Small Remote Shield Booster
11101000013,Caldari Navy Small Remote Shield Booster
11101000021,'Healer' Small Remote Shield Booster 
11101000024,Pithi C-Type Small Remote Shield Booster
11101000025,Gistii C-Type Small Remote Shield Booster
11101100006,MK5 Medium Remote Shield Booster
11101100008,MK7 Medium Remote Shield Booster
11101100010,MK9 Medium Remote Shield Booster
11101100012,'Micro' Medium Remote Shield Booster
11101100013,Caldari Navy Medium Remote Shield Booster
11101100021,'Healer' Medium Remote Shield Booster 
11101100024,Pithum C-Type Medium Remote Shield Booster
11101100025,Gistum C-Type Medium Remote Shield Booster
11101200010,MK9 Large Remote Shield Booster
11101200012,'Micro' Large Remote Shield Booster
11101200013,Caldari Navy Large Remote Shield Booster
11101200021,'Healer' Large Remote Shield Booster 
11101200024,Pith C-Type Large Remote Shield Booster
11101200025,Gist C-Type Large Remote Shield Booster
11102000004,MK3 Small Remote Armor Repairer
11102000006,MK5 Small Remote Armor Repairer
11102000008,MK7 Small Remote Armor Repairer
11102000010,MK9 Small Remote Armor Repairer
11102000012,'Beatnik' Small Remote Armor Repairer
11102000013,Imperial Navy Small Remote Armor Repairer
11102000017,Dark Blood Small Remote Armor Repairer
11102000021,'Tranquil' Small Remote Armor Repairer 
11102000024,Corpii C-Type Small Remote Armor Repairer
11102000025,Coreli C-Type Small Remote Armor Repairer
11102100006,MK5 Medium Remote Armor Repairer
11102100008,MK7 Medium Remote Armor Repairer
11102100010,MK9 Medium Remote Armor Repairer
11102100012,'Beatnik' Medium Remote Armor Repairer 
11102100013,Imperial Navy Medium Remote Armor Repairer
11102100021,'Tranquil' Medium Remote Armor Repairer 
11102100024,Corpum C-Type Medium Remote Armor Repairer
11102100025,Corelum C-Type Medium Remote Armor Repairer
11102200010,MK9 Large Remote Armor Repairer
11102200012,'Beatnik' Large Remote Armor Repairer 
11102200013,Imperial Navy Large Remote Armor Repairer
11102200021,'Peace' Large Remote Armor Repairer
11102200024,Corpus C-Type Large Remote Armor Repairer
11102200025,Core C-Type Large Remote Armor Repairer
11108000006,MK5 Cloaking Device
11108000008,MK7 Cloaking Device
11108000010,MK9 Cloaking Device
11108000012,'Guise' Cloaking Device
11108000013,Caldari Navy Cloaking Device
11108000017,Dread Guristas Cloaking Device
11108000018,CONCORD Cloaking Device
11108000021,'Smokescreen' Cloaking Device
11116000006,MK5 Warp Disruption Field Generator
11116000008,MK7 Warp Disruption Field Generator
11116000010,MK9 Warp Disruption Field Generator
11116000012,'Static' Warp Disruption Field Generator
11116000021,'Magnet' Warp Disruption Field Generator
11123000006,MK5 Covert Ops Cloaking Device
11123000008,MK7 Covert Ops Cloaking Device
11123000010,MK9 Covert Ops Cloaking Device
11123000012,'Camouflage' Covert Ops Cloaking Device 
11123000017,SOE Covert Ops Cloaking Device
11123000021,'Smoke' Covert Ops Cloaking Device 
11300100002,MK1 Small Shield Extender
11300100004,MK3 Small Shield Extender
11300100006,MK5 Small Shield Extender
11300100008,MK7 Small Shield Extender
11300100010,MK9 Small Shield Extender
11300100012,'Wolf' Small Shield Extenders
11300100013,Caldari Navy Small Shield Extender
11300100014,Republic Fleet Small Shield Extender
11300100021,'Trapper' Small Shield Extender
11300200006,MK5 Medium Shield Extender
11300200008,MK7 Medium Shield Extender
11300200010,MK9 Medium Shield Extender
11300200012,'Canyon' Medium Shield Extender
11300200013,Caldari Navy Medium Shield Extender
11300200014,Republic Fleet Medium Shield Extender
11300200017,Dread Guristas Medium Shield Extender
11300200021,Patriot Medium Shield Extension Device
11300300010,MK9 Large Shield Extender
11300300012,'Sheriff' Large Shield Extender
11300300013,Caldari Navy Large Shield Extender
11300300014,Republic Fleet Large Shield Extender
11300300021,'Protector' Large Shield Extender 
11302000001,Civilian Small Shield Booster
11302000002,MK1 Small Shield Booster
11302000004,MK3 Small Shield Booster
11302000006,MK5 Small Shield Booster
11302000008,MK7 Small Shield Booster
11302000010,MK9 Small Shield Booster
11302000012,'Settler' Small Shield Booster
11302000013,Caldari Navy Small Shield Booster
11302000014,Republic Fleet Small Shield Booster
11302000017,True Sansha Small Shield Booster
11302000018,Dread Guristas Small Shield Booster
11302000019,Domination Small Shield Booster
11302000021,Veteran Small Shield Booster
11302000024,Centii C-Type Small Shield Booster
11302000025,Pithi C-Type Small Shield Booster
11302000026,Gistii C-Type Small Shield Booster
11302100001,Civilian Medium Shield Booster
11302100006,MK5 Medium Shield Booster
11302100008,MK7 Medium Shield Booster
11302100010,MK9 Medium Shield Booster
11302100012,'Lone Ranger' Medium Shield Booster
11302100013,Caldari Navy Medium Shield Booster
11302100014,Republic Fleet Medium Shield Booster
11302100017,True Sansha Medium Shield Booster
11302100018,Dread Guristas Medium Shield Booster
11302100019,Domination Medium Shield Booster
11302100021,'Disaster' Medium Shield Booster
11302100024,Centum C-Type Medium Shield Booster
11302100025,Pithum C-Type Medium Shield Booster
11302100026,Gistum C-Type Medium Shield Booster
11302200010,MK9 Large Shield Booster
11302200012,'Outlaw' Large Shield Booster
11302200013,Caldari Navy Large Shield Booster
11302200014,Republic Fleet Large Shield Booster
11302200017,True Sansha Large Shield Booster
11302200018,Dread Guristas Large Shield Booster
11302200019,Domination Large Shield Booster
11302200021,'Seeker' Large Shield Booster 
11302200024,Centus C-Type Large Shield Booster
11302200025,Pith C-Type Large Shield Booster
11302200026,Gist C-Type Large Shield Booster
11304000004,MK3 Small Microwarpdrive
11304000006,MK5 Small Microwarpdrive
11304000008,MK7 Small Microwarpdrive
11304000010,MK9 Small Microwarpdrive
11304000012,'Dealer' Small Microwarpdrive
11304000013,Federation Navy Small Microwarpdrive
11304000014,Republic Fleet Small Microwarpdrive
11304000017,Shadow Serpentis Small Microwarpdrive
11304000018,Domination Small Microwarpdrive
11304000021,'Scout' Small Microwarpdrive 
11304000024,Gistii C-Type Small Microwarpdrive
11304100006,MK5 Medium Microwarpdrive
11304100008,MK7 Medium Microwarpdrive
11304100010,MK9 Medium Microwarpdrive
11304100012,'Dealer' Medium Microwarpdrive
11304100013,Federation Navy Medium Microwarpdrive
11304100014,Republic Fleet Medium Microwarpdrive
11304100017,Shadow Serpentis Medium Microwarpdrive
11304100018,Domination Medium Microwarpdrive
11304100021,'Scout' Medium Microwarpdrive 
11304100024,Gistum C-Type Medium Microwarpdrive
11304200010,MK9 Large Microwarpdrive
11304200012,'Dealer' Large Microwarpdrive
11304200013,Federation Navy Large Microwarpdrive
